title,score,director,genre
lured innocence,3.572544642857143,kikuo kawasaki,"drama, suspense"
lurking woods,3.4628865979381445,rizal halim,"horror, suspense"
lusers,3.558641975308642,ticoy rodriguez,"comedies, international movies, sports movies"
lusitania,3.453091684434968,christopher spencer,"action, drama"
lust,3.5376344086021505,severin eskeland,horror
lust stories,3.5284313725490195,"zoya akhtar, karan johar, anurag kashyap, dibakar banerjee","comedies, dramas, international movies"
luv ka the end,3.5249433106575965,bumpy,"comedy, drama, international"
luv shuv tey chicken khurana,3.605316973415133,sameer sharma,"comedies, international movies, romantic movies"
luxor,3.537894736842105,zeina durra,"arthouse, romance"
lying and stealing,3.5315217391304348,matt aselton,thrillers
lynne koplitz: hormonal beast,3.51734693877551,marcus raboy,stand-up comedy
lynyrd skynyrd - i'll never forget you: the last 72 hours of lynyrd skynyrd,3.5651260504201683,jonathan braucher,documentary
léa & i,3.590146750524109,camille shooshani,documentaries
m,3.5555555555555554,yolande zauberman,music videos and concerts
m.f.a.,3.5560165975103732,natalia leite,"drama, horror, suspense"
m.o.m. mothers of monsters,3.478768577494692,tucia lyman,"horror, suspense"
m8 - when death rescues life,3.508752735229759,jeferson de,"dramas, international movies"
ma chu ka,3.5448207171314743,jayan vannery,"international movies, thrillers"
ma rainey's black bottom,3.566518847006652,george c. wolfe,"dramas, music & musicals"
maacher jhol,3.5706860706860706,pratim d. gupta,"dramas, international movies"
maai baap,3.487912087912088,gajendra ahire,"drama, kids"
maanagaram,3.561368209255533,lokesh kanagaraj,"action, international"
maanbumigu maanavan,3.500996015936255,s. a. chandrasekhar,"action, drama"
maara,3.5714285714285716,dhilip kumar,romance
maaya,3.5428571428571427,radhika jayanthi,"drama, suspense"
maayajaalam,3.639558232931727,s. v. krishna reddy,drama
maayanadhi,3.641821946169772,ashok thiagarajan,romance
maayavan,3.5232558139534884,c v kumar,"international, science fiction, suspense"
mac & devin go to high school,3.5651260504201683,dylan c. brown,comedies
macbeth,3.57451403887689,kit monkman,drama
macchli jal ki rani hai,3.6140167364016738,debaloy dey,"horror movies, international movies"
machete,3.5295404814004376,"robert rodriguez, ethan maniquis","action, drama, suspense"
machete kills,3.5673267326732674,robert rodriguez,action & adventure
macho,3.5165198237885464,antonio serrano,"comedies, international movies, lgbtq movies"
macho man,3.51129363449692,pedro amorim,comedy
macho: the hector camacho story,3.6022964509394573,eric drath,"documentary, special interest, sports"
mad at the moon (restored),3.4519038076152304,martin donovan,"horror, romance, western"
mad max,3.5189620758483033,george miller,"action & adventure, classic movies, cult movies"
mad money,3.4846625766871164,callie khouri,"action, comedy, suspense"
mad ron's prevues from hell,3.498995983935743,jim monaco,"cult movies, horror movies"
mad to be normal,3.5932754880694144,robert mullan,"comedy, drama"
mad to the max: hoon nation,3.5105042016806722,aaron stevenson,documentary
mad world,3.4753086419753085,chun wong,"dramas, international movies"
madaari,3.5780933062880322,nishikant kamat,"dramas, independent movies, international movies"
madagascar 3: europe's most wanted,3.5288461538461537,"eric darnell, tom mcgrath, conrad vernon","children & family movies, comedies"
madagascar: escape 2 africa,3.4742798353909463,"eric darnell, tom mcgrath","children & family movies, comedies"
madam chief minister,3.479338842975207,subhash kapoor,"dramas, international movies"
madame,3.551829268292683,amanda sthers,"comedy, drama"
madame behave,3.4989495798319328,scott sidney,"comedy, drama"
madame claude,3.4839816933638446,sylvie verheyde,"dramas, international movies"
maddman: the steve madden story,3.5278350515463917,ben patterson,documentaries
made in china,3.561974789915966,mikhil musale,"comedies, dramas, international movies"
made in chinatown,3.5740365111561867,"robert j. samuels, james lew","action, comedy"
made you look: a true story about fake art,3.5646186440677967,barry avrich,"documentaries, international movies"
madeline,3.541850220264317,daisy von scherler mayer,kids
madhoshi,3.590811965811966,anil sharma,"arts, entertainment, and culture, drama, suspense"
madhouse,3.5374220374220373,william butler,"horror, suspense"
madison,3.604872881355932,william bindley,"action, drama, sports"
madness in the desert,3.492204899777283,satyajit bhatkal,"documentaries, international movies"
madness in the method,3.5185614849187936,jason mewes,comedy
madras café,3.4467391304347825,shoojit sircar,"dramas, international movies, thrillers"
madre,3.5306748466257667,aaron burns,"international movies, thrillers"
madres,3.5785562632696393,ryan zaragoza,horror
madurai sambavam,3.4932885906040267,youreka,action
madurey,3.5065359477124183,ramana madhesh,"action, drama"
mafia: chapter 1,3.561349693251534,karthick naren,action
magalir mattum,3.554054054054054,bramma,"comedy, drama"
magamuni,3.54627539503386,santhakumar,drama
magari resto (maybe i'll stay),3.496808510638298,mario parruccini,"comedy, drama"
maggie & bianca: fashion friends,3.5059880239520957,iginio straffi,"kids' tv, tv comedies"
maggie shayne's embrace the twilight,3.557603686635945,carlos dunn,"action, romance, suspense"
"maggie simpson in ""playdate with destiny""",3.554956896551724,david silverman,"animation, comedy"
"maggie simpson in ""the force awakens from its nap""",3.460727969348659,david silverman,"animation, comedy, parody"
maggie's war,3.5518962075848304,tim gray,documentary
magic camp,3.525933609958506,mark waters,"comedy, family"
magic magic,3.4844074844074844,sebastian silva,"horror, suspense"
magic max,3.55625,james d. fields,romance
magic mountains,3.5595959595959594,urszula antoniak,"drama, suspense"
magic snowflake,3.4794816414686824,luc vinciguerra,children & family movies
magic trip,3.558333333333333,"alex gibney, allison elwood",documentary
magical playtime with mila and morphle,3.475635593220339,arthur van merwijk,"animation, kids"
magical tales with mila and morphle,3.5496760259179267,arthur van merwijk,"animation, kids"
magician mickey,3.4967811158798283,david hand,"animation, comedy, family"
magnetic,3.4675052410901466,thierry donard,"action & adventure, documentaries, international movies"
magnificent,3.5074468085106383,vikas bahl,"comedies, international movies, romantic movies"
magnolia,3.524950099800399,paul thomas anderson,"dramas, independent movies"
magnus,3.545824847250509,benjamin ree,"children & family movies, documentaries, international movies"
maguva disha marindhi,3.5229759299781183,v.vinay kumar,drama
maha maha,3.4631147540983607,mathivanan sakthivel,"romance, suspense"
mahabharat,3.5041407867494825,amaan khan,"action & adventure, dramas, international movies"
mahanati (telugu),3.5971370143149284,nag ashwin,drama
maharaja: the story of ranjit singh,3.5817805383022776,amarjit virdi,"dramas, international movies"
maharshi,3.522964509394572,vamshi paidipally,"action, drama, international"
mahi nri,3.5711206896551726,gaurav bavdankar,"comedies, dramas, international movies"
mahjong heroes,3.5690335305719922,li pei-chuan,"comedies, international movies"
mahler on the couch,3.5792181069958846,"felix o. adlon, percy adlon","arthouse, drama, romance"
maidentrip,3.556338028169014,jillian schlesinger,"action, adventure, documentary"
maikol yordan 2: the faraway cure,3.4662004662004664,daniel moreno,"comedy, kids"
mail dog,3.5991471215351813,charles nichols,"animation, comedy, family"
main aurr mrs. khanna,3.5088300220750552,prem soni,"international movies, music & musicals, romantic movies"
main hoon na,3.5689300411522633,farah khan,"action & adventure, comedies, dramas"
"main, meri patni aur woh",3.455681818181818,chandan arora,"comedies, dramas, international movies"
maine pyaar kyun kiya,3.5592369477911645,david dhawan,"comedies, international movies, music & musicals"
maine pyar kiya,3.456475583864119,sooraj r. barjatya,"dramas, international movies, music & musicals"
majili,3.5144124168514415,shiva nirvana,"drama, international, romance"
majili (kannada),3.534090909090909,shiva nirvana,"drama, romance"
major ajay krishna,3.4876543209876543,anil ravipudi,"action, comedy, drama"
major chandrakanth,3.591703056768559,k. balachander,"comedy, drama"
major grom: plague doctor,3.606918238993711,oleg trofim,"action & adventure, international movies"
major payne,3.5760649087221097,nick castle,comedies
make a wish,3.5829646017699117,kurt neumann,"arts, entertainment, and culture, comedy"
make us dream,3.561368209255533,sam blair,documentary
making a killing,3.5358565737051793,devin hume,"comedy, drama, suspense"
making babies,3.580896686159844,josh f. huber,"comedy, drama"
making of michael jordan's playground,3.484076433121019,zack snyder,"documentary, special interest"
making sense,3.556451612903226,gregory bayne,"drama, science fiction"
making the witcher,3.5393996247654784,nathan wiley,documentaries
making unorthodox,3.482832618025751,marlene melchior,"documentaries, international movies"
makoki: a deadly love,3.483183856502242,esteban diaz baena,"action, comedy"
maktub,3.5043196544276456,oded raz,"comedies, international movies"
mala aai vhhaychy,3.4701030927835053,samruddhi porey,drama
mala kahich problem nahi,3.4947916666666665,sameer vidwans,"dramas, international movies"
malaal,3.5686695278969958,mangesh hadawale,"dramas, international movies, romantic movies"
malang,3.4908722109533468,mohit suri,"action & adventure, international movies, romantic movies"
malcolm & marie,3.55632183908046,sam levinson,"dramas, independent movies"
maleficent,3.5020242914979756,robert stromberg,"action-adventure, family, fantasy"
maleficent: mistress of evil,3.6041666666666665,joachim rønning,"action-adventure, family, fantasy"
malena pichot: estupidez compleja,3.5738396624472575,"raúl campos, jan suter",stand-up comedy
malevolent,3.512526096033403,emelie lindblom,"horror, young adult audience"
malibu rescue,3.498102466793169,savage steve holland,"children & family movies, comedies"
malibu rescue: the next wave,3.5775510204081633,savage steve holland,"children & family movies, comedies"
malicious,3.6402061855670103,michael winnick,horror
malik,3.538543897216274,mahesh narayanan,"drama, suspense"
mallesham,3.4702868852459017,raj r,"dramas, independent movies, international movies"
mama drama,3.572562358276644,seyi babatope,"dramas, international movies"
mama's boy,3.565075921908894,amro salah,"comedies, international movies"
mama's song,3.4838362068965516,david wendell boykins,"drama, kids, special interest"
mamangam,3.4242424242424243,m. padmakumar,action
mambo italiano,3.4833333333333334,émile gaudreault,"comedy, drama, lgbtq"
mambo man,3.548611111111111,"mo fini, edesio alejandro","arthouse, drama"
man and boy,3.549234135667396,simon curtis,drama
man beast,3.509018036072144,jerry warren,horror
man from del rio,3.531182795698925,harry horner,western
man from elysian fields,3.5410677618069815,george hickenlooper,"arthouse, drama"
man from texas (1948),3.569277108433735,leigh jason,western
man in love,3.5828516377649327,yin chen-hao,"dramas, international movies, romantic movies"
man in space,3.519308943089431,ward kimball,"documentary, family"
man in the attic,3.452182952182952,hugo fregonese,"drama, suspense"
man of tai chi,3.4809619238476954,keanu reeves,"action & adventure, dramas"
man of the house,3.5305263157894737,james orr,"comedy, coming of age, crime"
man of tomorrow: prisoner 984,3.555441478439425,tibor takács,"drama, science fiction, suspense"
man to man,3.5565843621399176,chang-min lee,"crime tv shows, international tv shows, korean tv shows"
